UBIGEO,MONTH,RAIN_ANOM_MEAN,TMAX_ANOM_MEAN,TMIN_ANOM_MEAN,PASS
200607,2,4.736951571734001e-15,-3.315866100213801e-15,1.0658141036401502e-15,True
200607,3,-5.684341886080802e-15,2.2500519965736505e-15,1.0658141036401502e-15,True
200607,4,2.723747153747051e-15,-2.2500519965736505e-15,-4.736951571734001e-16,True
200607,5,4.144832625267251e-16,9.473903143468002e-16,2.6053233644537005e-15,True
200607,6,6.661338147750939e-17,1.1842378929335003e-16,-7.105427357601002e-16,True
200607,7,-9.251858538542971e-19,1.1842378929335002e-15,2.1316282072803005e-15,True
200607,8,-9.25185853854297e-18,9.473903143468002e-16,1.4210854715202005e-15,True
200607,9,6.29126380620922e-17,4.736951571734001e-16,-3.552713678800501e-16,True
200607,10,-8.881784197001253e-17,1.0658141036401502e-15,1.5395092608135505e-15,True
200607,11,-4.070817756958907e-17,9.473903143468002e-16,5.921189464667501e-16,True
200607,12,4.736951571734001e-16,-2.2500519965736505e-15,1.6579330501069005e-15,True
200608,1,-7.105427357601002e-16,-4.618527782440651e-15,1.1842378929335003e-16,True
200608,2,-4.736951571734001e-16,-2.842170943040401e-15,1.6579330501069005e-15,True
200608,3,7.579122514774402e-15,5.921189464667501e-16,0.0,True
200608,4,1.2434497875801752e-15,9.473903143468002e-16,1.8947806286936005e-15,True
200608,5,1.4802973661668753e-16,2.2500519965736505e-15,-1.4210854715202005e-15,True
200608,6,-3.700743415417188e-17,2.1316282072803005e-15,1.1842378929335003e-16,True
200608,7,-6.47630097698008e-18,3.552713678800501e-16,2.960594732333751e-15,True
200608,8,3.3306690738754695e-17,-7.105427357601002e-16,1.3026616822268502e-15,True
200608,9,-3.3306690738754695e-17,2.2500519965736505e-15,-8.289665250534502e-16,True
200608,10,4.4408920985006264e-17,1.0658141036401502e-15,-7.105427357601002e-16,True
200608,11,-2.2204460492503132e-17,-1.1842378929335003e-16,-1.6579330501069005e-15,True
200608,12,-8.733754460384564e-16,1.6579330501069005e-15,1.7763568394002505e-15,True
200801,1,0.0,1.6579330501069005e-15,1.4210854715202005e-15,True
200801,2,-2.6053233644537005e-15,-7.105427357601002e-16,1.8947806286936005e-15,True
200801,3,1.5395092608135505e-15,3.315866100213801e-15,2.3684757858670005e-15,True
200801,4,3.552713678800501e-16,-7.105427357601002e-16,5.921189464667501e-16,True
200801,5,-7.401486830834377e-18,-3.552713678800501e-16,-4.736951571734001e-16,True
200801,6,3.515706244646329e-17,4.736951571734001e-16,-4.144832625267251e-16,True
200801,7,0.0,-7.105427357601002e-16,3.552713678800501e-16,True
200801,8,-5.551115123125783e-17,1.4210854715202005e-15,-4.736951571734001e-16,True
200801,9,-1.1102230246251566e-17,-9.473903143468002e-16,-2.9605947323337506e-16,True
200801,10,7.401486830834377e-17,0.0,1.9539925233402757e-15,True
200801,11,-8.881784197001253e-17,1.1842378929335003e-16,-1.4210854715202005e-15,True
200801,12,-2.2204460492503132e-17,1.8947806286936005e-15,-2.2500519965736505e-15,True
200802,1,7.697546304067752e-16,-3.552713678800501e-15,-1.6579330501069005e-15,True
200802,2,-2.1316282072803005e-15,-3.079018521627101e-15,0.0,True
200802,3,2.960594732333751e-15,-8.289665250534502e-16,2.3684757858670005e-15,True
200802,4,1.7763568394002506e-16,-1.1842378929335003e-16,1.1842378929335002e-15,True
200802,5,1.4802973661668754e-17,-2.3684757858670005e-15,-1.1842378929335003e-16,True
200802,6,2.2204460492503132e-17,-1.1842378929335003e-16,0.0,True
200802,7,-5.551115123125783e-18,2.3684757858670006e-16,-2.3684757858670005e-15,True
200802,8,-1.4802973661668754e-17,1.7763568394002505e-15,-4.736951571734001e-16,True
200802,9,-8.511709855459534e-17,-7.105427357601002e-16,-1.1842378929335002e-15,True
200802,10,1.4802973661668753e-16,5.921189464667501e-16,8.289665250534502e-16,True
200802,11,1.1102230246251566e-17,0.0,8.289665250534502e-16,True
200802,12,3.4046839421838136e-16,2.723747153747051e-15,-1.7763568394002505e-15,True
200803,1,-1.1250259982868252e-15,1.5395092608135505e-15,1.1842378929335002e-15,True
200803,2,-2.1316282072803005e-15,2.842170943040401e-15,-1.8947806286936005e-15,True
200803,3,2.1316282072803005e-15,-4.736951571734001e-16,1.4210854715202005e-15,True
200803,4,9.769962616701378e-16,2.1316282072803005e-15,1.1842378929335002e-15,True
200803,5,0.0,-1.1842378929335002e-15,-2.960594732333751e-15,True
200803,6,1.8503717077085942e-18,-5.921189464667501e-16,7.105427357601002e-16,True
200803,7,2.312964634635743e-17,5.921189464667501e-16,2.960594732333751e-15,True
200803,8,5.551115123125783e-17,-5.921189464667501e-16,3.552713678800501e-16,True
200803,9,-2.7755575615628914e-17,2.3684757858670005e-15,2.3684757858670005e-15,True
200803,10,-7.401486830834377e-17,-8.289665250534502e-16,-8.289665250534502e-16,True
200803,11,-2.0354088784794535e-17,-2.723747153747051e-15,-7.105427357601002e-16,True
200803,12,-3.108624468950438e-16,-1.6579330501069005e-15,-2.2500519965736505e-15,True
200804,1,1.7763568394002506e-16,2.3684757858670006e-16,-2.723747153747051e-15,True
200804,2,1.0658141036401502e-15,-3.789561257387201e-15,0.0,True
200804,3,2.1316282072803005e-15,-1.6579330501069005e-15,1.1842378929335003e-16,True
200804,4,3.2566542055671256e-16,3.907985046680551e-15,1.8947806286936005e-15,True
200804,5,-3.700743415417188e-17,-1.1842378929335002e-15,2.6053233644537005e-15,True
200804,6,-1.3877787807814457e-17,-4.736951571734001e-16,-7.105427357601002e-16,True
200804,7,5.551115123125783e-18,-7.105427357601002e-16,-3.434289889507151e-15,True
200804,8,-1.1102230246251566e-17,-1.1842378929335002e-15,2.0132044179869505e-15,True
200804,9,4.810966440042345e-17,1.6579330501069005e-15,2.3684757858670005e-15,True
200804,10,8.141635513917814e-17,0.0,-3.079018521627101e-15,True
200804,11,-1.850371707708594e-17,-1.4210854715202005e-15,9.473903143468002e-16,True
200804,12,-3.552713678800501e-16,0.0,-2.1316282072803005e-15,True
200805,1,-2.9605947323337506e-16,-9.473903143468002e-16,-1.1842378929335002e-15,True
200805,2,3.434289889507151e-15,-9.473903143468002e-16,2.842170943040401e-15,True
200805,3,-3.315866100213801e-15,1.1842378929335003e-16,2.3684757858670006e-16,True
200805,4,-1.1842378929335003e-16,1.1842378929335002e-15,1.4210854715202005e-15,True
200805,5,-7.401486830834377e-17,1.4210854715202005e-15,-1.4802973661668755e-15,True
200805,6,1.3877787807814457e-17,1.7763568394002505e-15,-5.329070518200751e-16,True
200805,7,-1.1102230246251566e-17,-2.842170943040401e-15,-8.289665250534502e-16,True
200805,8,-2.2204460492503132e-17,-2.0132044179869505e-15,1.1842378929335002e-15,True
200805,9,-6.106226635438361e-17,-3.552713678800501e-16,-3.552713678800501e-16,True
200805,10,-9.62193288008469e-17,-9.473903143468002e-16,4.144832625267251e-16,True
200805,11,-1.0362081563168128e-16,-2.6053233644537005e-15,-2.3684757858670006e-16,True
200805,12,-5.921189464667501e-17,-9.473903143468002e-16,-1.5395092608135505e-15,True
200806,1,2.4868995751603505e-15,-2.3684757858670005e-15,9.473903143468002e-16,True
200806,2,0.0,-3.552713678800501e-16,-2.1316282072803005e-15,True
200806,3,-2.3684757858670005e-15,2.1316282072803005e-15,2.842170943040401e-15,True
200806,4,3.552713678800501e-16,1.4210854715202005e-15,-3.197442310920451e-15,True
200806,5,-2.590520390792032e-17,5.921189464667501e-16,-2.3684757858670005e-15,True
200806,6,-1.8503717077085942e-18,4.736951571734001e-16,5.921189464667501e-16,True
200806,7,-1.6653345369377347e-17,0.0,-1.4210854715202005e-15,True
200806,8,4.070817756958907e-17,5.921189464667501e-16,1.7763568394002505e-15,True
200806,9,-5.551115123125783e-18,2.0132044179869505e-15,-1.6579330501069005e-15,True
200806,10,3.700743415417188e-17,0.0,1.4210854715202005e-15,True
200806,11,-2.0354088784794535e-17,-2.1316282072803005e-15,-4.736951571734001e-16,True
200806,12,3.9968028886505636e-16,3.197442310920451e-15,-9.473903143468002e-16,True
