UBIGEO,YEAR,RAIN_ANNUAL_MM,RAIN_ANNUAL_ANOM_MM,TMAX_ANNUAL_MEAN_C,TMAX_ANNUAL_ANOM_C,TMIN_ANNUAL_MEAN_C,TMIN_ANNUAL_ANOM_C,MONTHS_AVAILABLE,EVENT_DIAGNOSTIC_PASS
200210,2017,1540.7524374799848,897.5431659390127,29.048771136552546,-0.13761730804125763,20.507290828898732,0.25095395881997895,12,True
200301,2017,1157.2837837057295,563.6255933349548,22.769232576036604,0.3457104910548254,13.646068709462016,0.09654155847275048,12,True
200302,2017,1546.3220587829228,843.4233741814983,25.45039635720734,0.17062119826650246,16.264373071279156,0.09380770627328101,12,True
200303,2017,1608.018979078334,628.0925858238869,22.745471018538808,0.4745969393248526,14.132178453514435,0.11462531612738225,12,True
200304,2017,1343.462622256177,699.728769977456,25.8920039559148,0.055717883155254576,16.43669910351959,0.026452582600623813,12,True
200305,2017,1482.3571951755684,747.5112552338258,25.35498892384526,0.22982367128689654,16.329921227453337,0.11538978680074126,12,True
200306,2017,1619.1095531977705,881.9731139655555,25.82538230197392,0.11454729016403913,16.58972781631916,0.08196629216379876,12,True
200307,2017,1348.4834800314386,588.4021580736007,23.569818957504946,0.36118524509349736,14.769723324065177,0.0843719749889349,12,True
200308,2017,1272.4628494292565,632.9869001235562,24.037495019647952,0.2506598070295496,14.912203613137907,0.05141551818795372,12,True
200401,2017,1586.3217484392676,1142.9105562896193,29.45595240398866,-0.3808726150807254,20.195712291907487,0.39525372138406006,12,True
200402,2017,1494.4897552497168,1006.3561606752952,29.46226425150329,-0.14081471172761884,20.55119308232352,0.22120067170893667,12,True
200403,2017,2045.1547900186233,1121.7022161010673,24.583618592413902,0.1468528166547808,15.794524913212443,0.14079036546594784,12,True
200404,2017,1219.5898431214873,917.8312004426133,29.650722364588457,-0.3318339295266834,19.90743380708549,0.3940573284322504,12,True
200405,2017,1586.5849894117648,1083.6265363730445,29.551263424666775,-0.1754378304099656,20.91961723650909,0.2300939658986246,12,True
200406,2017,1418.203516509682,922.1648583226604,28.797031416553633,-0.10539423397247945,19.366851945718484,0.20044768156760226,12,True
200407,2017,1660.4558768393308,953.1265956287891,28.420487550630373,0.08740036378644511,19.38463792860409,0.12643138725386738,12,True
200408,2017,1896.8383253593358,1134.4763689601677,27.30902630187535,0.0002566674179907598,18.61585363401908,0.16138161835844045,12,True
200409,2017,2056.1634835729833,1189.449865498355,26.173238749838877,5.237645194474302e-05,17.62998186369865,0.1682954757100704,12,True
200410,2017,1783.5546011948245,995.5055041293692,26.260326128267277,0.12683994273847432,17.383905997077317,0.13622289434843995,12,True
200502,2017,620.4651027951401,501.27441331427866,28.043593528447335,-0.4381541042161154,19.436905284040545,0.4214669393718046,12,True
200503,2017,600.0844039485165,489.26736676564155,28.217850337533566,-0.34740520044626716,20.295147149980522,0.3778745519284635,12,True
200504,2017,599.1271134367131,488.7014692391089,27.13333441718701,-0.21818712544605065,20.471923096673024,0.3339462465814596,12,True
200505,2017,693.1809978787248,577.8974080071343,28.23848379807139,-0.34763143424938026,20.350647694162813,0.3580093989017599,12,True
200506,2017,647.5628499653317,521.778237509053,28.110067971272997,-0.47675298076015665,19.0975471363154,0.442630675972915,12,True
200507,2017,586.3153178105072,468.3856365558447,27.76049957507594,-0.21857723679937902,21.034729968244868,0.37066019984284715,12,True
200601,2017,1311.2713318683036,995.7194460448145,30.077172196236138,-0.5896790177501687,20.128922994639336,0.579141872016093,12,True
200603,2017,800.5072969749608,648.1593419242054,28.706225916398978,-0.5157228813920817,19.36945821694291,0.46359143267864855,12,True
200605,2017,1296.9322877848517,1014.4313788577153,28.635062599073766,-0.4238143191779405,19.208156572582656,0.3837278522804241,12,True
200606,2017,772.4821915928269,633.5524019391306,29.299947508469177,-0.5097997402464868,20.30816873236851,0.41895505852270265,12,True
200607,2017,1282.5369427610997,982.7255782353228,30.189889422387058,-0.579556879412554,20.190655775531543,0.5448578468176247,12,True
200608,2017,1194.7770309295122,941.8936871540935,30.158078745152768,-0.5867495174198938,20.256453683443862,0.5304371050745275,12,True
200801,2017,436.85166660661645,370.644433062809,25.423776116201097,0.0244620827403003,18.770272294451505,0.2985153880569462,12,True
200802,2017,527.4707135156165,439.09861098264435,29.54133101333228,-0.3347093224543582,21.643360779452635,0.30923722093622086,12,True
200803,2017,533.1255138353928,445.21496762665225,29.798365656431944,-0.3309226833667391,21.610795933577084,0.3193362767667403,12,True
200804,2017,524.7391381023797,441.83402055332954,30.295301299293545,-0.30227651859365273,21.68502391693987,0.325791707987344,12,True
200805,2017,543.3126813996921,459.09360317097037,22.691823233465712,-0.04373476517672614,17.453785268192522,0.3237005897919302,12,True
200806,2017,535.1032165441017,453.8607793903746,29.29498536047232,-0.20377625405042496,22.175634649635416,0.32420809913826637,12,True
