CROP_CODE,CROP_STD,UBIGEO,DISTRICT_NAME,CAMPAIGN,CAMPAIGN_START_YEAR,CAMPAIGN_END_YEAR,CAMPAIGN_START_YEARMONTH,CAMPAIGN_END_YEARMONTH,EXPECTED_MONTHS_N,SOURCE_MONTHS_PRESENT_N,SOURCE_ROWS_N,CAMPAIGN_PRODUCCION_TM,CAMPAIGN_COSECHA_HA,TRANSIENT_CAMPAIGN_YIELD_RAW,OUTCOME_UNIT,OUTCOME_VALID_FLAG,EXCLUSION_REASON,ZERO_DENOMINATOR_FLAG,NO_SOURCE_ROWS_FLAG,MISSING_NUMERATOR_FLAG,MISSING_DENOMINATOR_FLAG,SILENT_MISSING_TO_ZERO_USED,OUTCOME_CONTRACT_ID
14010020000,ARROZ,200104,CASTILLA,2020/2021,2020,2021,202008,202107,12,0,0,,,,TM_PER_HA,FALSE,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200104,CASTILLA,2021/2022,2021,2022,202108,202207,12,0,0,,,,TM_PER_HA,FALSE,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200104,CASTILLA,2022/2023,2022,2023,202208,202307,12,0,0,,,,TM_PER_HA,FALSE,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200105,CATACAOS,2016/2017,2016,2017,201608,201707,12,12,12,15890,2049,7.755002440214738897022938019,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200105,CATACAOS,2017/2018,2017,2018,201708,201807,12,12,12,27229,3184,8.551821608040201005025125628,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200105,CATACAOS,2018/2019,2018,2019,201808,201907,12,7,7,16082,1894,8.491024287222808870116156283,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200105,CATACAOS,2019/2020,2019,2020,201908,202007,12,12,12,21983,2489,8.832061068702290076335877863,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200105,CATACAOS,2020/2021,2020,2021,202008,202107,12,12,12,25860,3278,7.888956680902989627821842587,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200105,CATACAOS,2021/2022,2021,2022,202108,202207,12,12,12,16793,2501,6.71451419432227109156337465,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200105,CATACAOS,2022/2023,2022,2023,202208,202307,12,12,12,4367,550,7.94,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200107,CURA MORI,2016/2017,2016,2017,201608,201707,12,12,12,3151,445,7.08089887640449438202247191,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200107,CURA MORI,2017/2018,2017,2018,201708,201807,12,12,12,10024,1257,7.974542561654733492442322991,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200107,CURA MORI,2018/2019,2018,2019,201808,201907,12,7,7,6233,730,8.538356164383561643835616438,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200107,CURA MORI,2019/2020,2019,2020,201908,202007,12,12,12,4752,542,8.767527675276752767527675277,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200107,CURA MORI,2020/2021,2020,2021,202008,202107,12,12,12,11428,1170,9.767521367521367521367521368,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200107,CURA MORI,2021/2022,2021,2022,202108,202207,12,12,12,9451,1275,7.412549019607843137254901961,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200107,CURA MORI,2022/2023,2022,2023,202208,202307,12,7,7,2746,353,7.77903682719546742209631728,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200108,EL TALLAN,2016/2017,2016,2017,201608,201707,12,12,12,8565,1199,7.143452877397831526271893244,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200108,EL TALLAN,2017/2018,2017,2018,201708,201807,12,12,12,9317,1085,8.587096774193548387096774194,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200108,EL TALLAN,2018/2019,2018,2019,201808,201907,12,11,11,3520,498,7.068273092369477911646586345,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200108,EL TALLAN,2019/2020,2019,2020,201908,202007,12,12,12,8695,954,9.114255765199161425576519916,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200108,EL TALLAN,2020/2021,2020,2021,202008,202107,12,12,12,10526,1086,9.692449355432780847145488029,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200108,EL TALLAN,2021/2022,2021,2022,202108,202207,12,6,6,7310,1047,6.981852913085004775549188157,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200108,EL TALLAN,2022/2023,2022,2023,202208,202307,12,7,7,6834,760,8.992105263157894736842105263,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200109,LA ARENA,2016/2017,2016,2017,201608,201707,12,12,12,24324,3422,7.10812390414962010520163647,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200109,LA ARENA,2017/2018,2017,2018,201708,201807,12,12,12,36471,4205,8.673246135552913198573127229,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200109,LA ARENA,2018/2019,2018,2019,201808,201907,12,7,7,35511,5079,6.991730655640874187832250443,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200109,LA ARENA,2019/2020,2019,2020,201908,202007,12,12,12,26212,2778,9.43556515478761699064074874,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200109,LA ARENA,2020/2021,2020,2021,202008,202107,12,12,12,50656,5170,9.798065764023210831721470019,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200109,LA ARENA,2021/2022,2021,2022,202108,202207,12,6,6,10020,1467,6.830265848670756646216768916,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200109,LA ARENA,2022/2023,2022,2023,202208,202307,12,7,7,5370,646,8.312693498452012383900928793,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200110,LA UNION,2016/2017,2016,2017,201608,201707,12,12,12,20939,2965,7.06205733558178752107925801,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200110,LA UNION,2017/2018,2017,2018,201708,201807,12,12,12,25194,2925,8.613333333333333333333333333,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200110,LA UNION,2018/2019,2018,2019,201808,201907,12,8,8,30912,4369,7.075303273060196841382467384,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200110,LA UNION,2019/2020,2019,2020,201908,202007,12,12,12,29197,3242,9.005860579888957433682911783,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200110,LA UNION,2020/2021,2020,2021,202008,202107,12,12,12,29010,2925,9.917948717948717948717948718,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200110,LA UNION,2021/2022,2021,2022,202108,202207,12,12,12,25748,3112,8.273778920308483290488431877,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200110,LA UNION,2022/2023,2022,2023,202208,202307,12,7,7,4786,596,8.030201342281879194630872483,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200111,LAS LOMAS,2016/2017,2016,2017,201608,201707,12,12,12,31728,4998,6.348139255702280912364945978,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200111,LAS LOMAS,2017/2018,2017,2018,201708,201807,12,12,12,45484,5300,8.581886792452830188679245283,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200111,LAS LOMAS,2018/2019,2018,2019,201808,201907,12,12,12,30653,3450,8.884927536231884057971014493,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200111,LAS LOMAS,2019/2020,2019,2020,201908,202007,12,11,11,31839,3747,8.497197758206565252201761409,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200111,LAS LOMAS,2020/2021,2020,2021,202008,202107,12,12,12,18382,2114,8.695364238410596026490066225,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200111,LAS LOMAS,2021/2022,2021,2022,202108,202207,12,11,11,19376,2074,9.342333654773384763741562199,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200111,LAS LOMAS,2022/2023,2022,2023,202208,202307,12,11,11,15575,2025,7.691358024691358024691358025,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200114,TAMBO GRANDE,2016/2017,2016,2017,201608,201707,12,12,12,40103,6270,6.396012759170653907496012759,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200114,TAMBO GRANDE,2017/2018,2017,2018,201708,201807,12,12,12,58415,6820,8.565249266862170087976539589,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200114,TAMBO GRANDE,2018/2019,2018,2019,201808,201907,12,12,12,16155,1820,8.876373626373626373626373626,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200114,TAMBO GRANDE,2019/2020,2019,2020,201908,202007,12,11,11,35995,4129,8.71760716880600629692419472,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200114,TAMBO GRANDE,2020/2021,2020,2021,202008,202107,12,12,12,48550,5692,8.529515108924806746310611384,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200114,TAMBO GRANDE,2021/2022,2021,2022,202108,202207,12,10,10,42341,4604,9.196568201563857515204170287,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200114,TAMBO GRANDE,2022/2023,2022,2023,202208,202307,12,11,11,33815,4610,7.335140997830802603036876356,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200201,AYABACA,2016/2017,2016,2017,201608,201707,12,11,11,172,43,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200201,AYABACA,2017/2018,2017,2018,201708,201807,12,12,12,148,37,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200201,AYABACA,2018/2019,2018,2019,201808,201907,12,12,12,152,38,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200201,AYABACA,2019/2020,2019,2020,201908,202007,12,12,12,116,29,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200201,AYABACA,2020/2021,2020,2021,202008,202107,12,12,12,128,29,4.413793103448275862068965517,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200201,AYABACA,2021/2022,2021,2022,202108,202207,12,12,12,72,18,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200201,AYABACA,2022/2023,2022,2023,202208,202307,12,12,12,36,9,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200203,JILILI,2016/2017,2016,2017,201608,201707,12,11,11,252,63,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200203,JILILI,2017/2018,2017,2018,201708,201807,12,12,12,140,35,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200203,JILILI,2018/2019,2018,2019,201808,201907,12,12,12,164,41,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200203,JILILI,2019/2020,2019,2020,201908,202007,12,5,5,18,4,4.5,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200203,JILILI,2020/2021,2020,2021,202008,202107,12,11,11,103,12,8.583333333333333333333333333,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200203,JILILI,2021/2022,2021,2022,202108,202207,12,12,12,28,7,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200203,JILILI,2022/2023,2022,2023,202208,202307,12,11,11,48,13,3.692307692307692307692307692,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200204,LAGUNAS,2016/2017,2016,2017,201608,201707,12,11,11,16,4,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200204,LAGUNAS,2017/2018,2017,2018,201708,201807,12,0,0,,,,TM_PER_HA,FALSE,INCOMPLETE_CAMPAIGN_NO_SOURCE_ROWS,FALSE,TRUE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200204,LAGUNAS,2018/2019,2018,2019,201808,201907,12,12,12,8,2,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200204,LAGUNAS,2019/2020,2019,2020,201908,202007,12,12,12,8,2,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200204,LAGUNAS,2020/2021,2020,2021,202008,202107,12,12,12,12,3,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200204,LAGUNAS,2021/2022,2021,2022,202108,202207,12,12,12,8,2,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200204,LAGUNAS,2022/2023,2022,2023,202208,202307,12,12,12,12,3,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200205,MONTERO,2016/2017,2016,2017,201608,201707,12,11,11,184,46,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200205,MONTERO,2017/2018,2017,2018,201708,201807,12,12,12,167,37,4.513513513513513513513513514,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200205,MONTERO,2018/2019,2018,2019,201808,201907,12,12,12,132,33,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200205,MONTERO,2019/2020,2019,2020,201908,202007,12,11,11,78,18,4.333333333333333333333333333,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200205,MONTERO,2020/2021,2020,2021,202008,202107,12,12,12,217,54,4.018518518518518518518518519,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200205,MONTERO,2021/2022,2021,2022,202108,202207,12,12,12,118,31,3.806451612903225806451612903,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200205,MONTERO,2022/2023,2022,2023,202208,202307,12,11,11,100,25,4,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200206,PACAIPAMPA,2016/2017,2016,2017,201608,201707,12,12,12,205,35,5.857142857142857142857142857,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200206,PACAIPAMPA,2017/2018,2017,2018,201708,201807,12,11,11,230,40,5.75,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200206,PACAIPAMPA,2018/2019,2018,2019,201808,201907,12,6,6,90,15,6,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200206,PACAIPAMPA,2019/2020,2019,2020,201908,202007,12,5,5,50,10,5,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
14010020000,ARROZ,200206,PACAIPAMPA,2020/2021,2020,2021,202008,202107,12,6,6,90,15,6,TM_PER_HA,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,JOINT_C0_TRANSIENT_CAMPAIGN_YIELD_RAW_V1
