UBIGEO,COD_CULTIVO,CROP_STD,CULTIVO_SOURCE,ANO,PRODUCCION,HARVEST_AREA,SOWN_AREA,PRECIO,VERDE_ACTUAL,YIELD_RAW,YIELD_UNIT,AREA_HA,MONTHS_PRESENT
200201,13010210000,MANGO,MANGO,2016,81.0,9.0,0.0,0.4777777777777778,9.0,9.0,UNRESOLVED,82408.95968305676,12
200201,13010210000,MANGO,MANGO,2017,49.0,9.0,0.0,0.5,9.0,5.444444444444445,UNRESOLVED,82408.95968305676,12
200201,13010210000,MANGO,MANGO,2018,39.0,9.0,0.0,0.5,9.0,4.333333333333333,UNRESOLVED,82408.95968305676,12
200201,13010210000,MANGO,MANGO,2019,35.0,9.0,0.0,0.6542857142857142,9.0,3.888888888888889,UNRESOLVED,82408.95968305676,12
200201,13010210000,MANGO,MANGO,2020,44.0,9.0,0.0,0.5,9.0,4.888888888888889,UNRESOLVED,82408.95968305676,12
200201,13010210000,MANGO,MANGO,2021,44.0,9.0,0.0,0.475,9.0,4.888888888888889,UNRESOLVED,82408.95968305676,12
200201,13010210000,MANGO,MANGO,2022,44.0,9.0,0.0,0.5097727272727273,9.0,4.888888888888889,UNRESOLVED,82408.95968305676,12
200201,13010210000,MANGO,MANGO,2023,44.0,9.0,0.0,0.5227272727272727,9.0,4.888888888888889,UNRESOLVED,82408.95968305676,12
200201,14010020000,ARROZ,ARROZ,2016,285.0,67.0,67.0,1.27859649122807,0.0,4.253731343283582,UNRESOLVED,82408.95968305676,12
200201,14010020000,ARROZ,ARROZ,2017,140.0,35.0,38.0,1.3714285714285714,0.0,4.0,UNRESOLVED,82408.95968305676,11
200201,14010020000,ARROZ,ARROZ,2018,108.0,27.0,33.0,0.9555555555555556,6.0,4.0,UNRESOLVED,82408.95968305676,12
200201,14010020000,ARROZ,ARROZ,2019,124.0,31.0,38.0,0.9816129032258064,13.0,4.0,UNRESOLVED,82408.95968305676,12
200201,14010020000,ARROZ,ARROZ,2020,168.0,39.0,26.0,1.1371428571428572,0.0,4.3076923076923075,UNRESOLVED,82408.95968305676,12
200201,14010020000,ARROZ,ARROZ,2021,116.0,29.0,29.0,1.149310344827586,0.0,4.0,UNRESOLVED,82408.95968305676,12
200201,14010020000,ARROZ,ARROZ,2022,20.0,5.0,8.0,1.1,3.0,4.0,UNRESOLVED,82408.95968305676,12
200201,14010020000,ARROZ,ARROZ,2023,48.0,12.0,9.0,1.3558333333333332,0.0,4.0,UNRESOLVED,82408.95968305676,12
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2016,610.0,580.0,580.0,1.001639344262295,0.0,1.0517241379310345,UNRESOLVED,82408.95968305676,11
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2017,650.0,653.0,689.0,0.9141538461538462,0.0,0.9954058192955589,UNRESOLVED,82408.95968305676,7
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2018,647.0,750.0,750.0,1.0121174652241114,0.0,0.8626666666666667,UNRESOLVED,82408.95968305676,12
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2019,636.0,623.0,623.0,1.2675157232704402,0.0,1.0208667736757624,UNRESOLVED,82408.95968305676,11
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2020,602.0,595.0,595.0,1.3255813953488371,0.0,1.011764705882353,UNRESOLVED,82408.95968305676,12
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2021,619.0,619.0,809.0,1.159628432956381,190.0,1.0,UNRESOLVED,82408.95968305676,9
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2022,757.0,755.0,786.0,1.3159445178335534,200.0,1.0026490066225167,UNRESOLVED,82408.95968305676,12
200201,14010070000,MAIZ AMARILLO DURO,MAIZ AMARILLO DURO,2023,1396.0,837.0,841.0,1.6854441260744983,11.0,1.6678614097968936,UNRESOLVED,82408.95968305676,12
200201,15010040000,PLATANOS Y BANANAS,PLATANOS Y BANANAS PARA COCCI N (M X paradisiaca),2016,407.0,198.0,0.0,0.10982800982800983,198.0,2.0555555555555554,UNRESOLVED,82408.95968305676,12
200201,15010040000,PLATANOS Y BANANAS,PLATANOS Y BANANAS PARA COCCI N (M X paradisiaca),2017,358.0,198.0,0.0,0.1122905027932961,198.0,1.8080808080808082,UNRESOLVED,82408.95968305676,12
200201,15010040000,PLATANOS Y BANANAS,PLATANOS Y BANANAS PARA COCCI N (M X paradisiaca),2018,360.0,198.0,0.0,0.12083333333333333,198.0,1.8181818181818181,UNRESOLVED,82408.95968305676,12
200201,15010040000,PLATANOS Y BANANAS,PLATANOS Y BANANAS PARA COCCI N (M X paradisiaca),2019,399.0,198.0,0.0,0.118796992481203,198.0,2.015151515151515,UNRESOLVED,82408.95968305676,12
